원본경로	추정type	목표영역	판정	분할신호	줄수	비고
final_project_cs/docs/reports/2026-08-17_1540_RAG적재_평가데이터셋_재작성_리포트.md	?	?	제외		116	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_1601_S-SEED-DEMO_검증_리포트.md	?	?	제외		62	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_1620_S-VOC-CLASSIFIER_검증_리포트.md	?	?	제외	research+concept	81	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_2255_DoD-18_브라우저재검증_결함2건_리포트.md	?	?	제외	plan+report	63	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_2315_Case생성_승인큐_유령항목_수정_리포트.md	?	?	제외	plan+report	50	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_2350_handoff계약_커머스동기화_리포트.md	?	?	제외	plan+report	74	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_S-CORPUS-REVIEW_리포트.md	?	?	제외	plan+policy	75	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_S-CORPUS-REWRITE_리포트.md	?	?	제외		27	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_S-CORPUS-WRITE_리포트.md	?	?	제외	report+policy	69	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_S-EVAL-DATASETS_리포트.md	?	?	제외	plan+report	48	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_S-LIVE-CLASSIFIER-E2E_리포트.md	?	?	제외		26	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_S-SCOPE-RENAME_리포트.md	?	?	제외		23	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_S-SEED-DEMO_리포트.md	?	?	제외		91	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-17_S-VOC-CLASSIFIER_리포트.md	?	?	제외	plan+report	61	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-AUDIT-SWEEP-2_리포트.md	?	?	제외		300	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-AUDIT-SWEEP_리포트.md	?	?	제외		139	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-COMPOSER-WRITE-CHANNEL-PORT_리포트.md	?	?	제외		52	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-COMPOSER-WRITE-CHANNEL-TEST-GAPS_리포트.md	?	?	제외		45	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-CS-BASEMENT-VERSION-REF_리포트.md	?	?	제외		116	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-PROMPT-AUDIT-WIRING_리포트.md	?	?	제외	plan+report	140	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-PROMPT-WIRING-DISCUSS_검토.md	?	?	제외	plan+research	120	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-RESPONSE-REVIEW-PORT_리포트.md	?	?	제외		86	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-SAMPLE-DIFF-DISCOVERY_리포트.md	?	?	제외	decision+report+research	200	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-TEAM-COVERAGE-EXPAND-2_리포트.md	?	?	제외		71	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_S-TEAM-COVERAGE-EXPAND_리포트.md	evidence	?	제외		67	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-18_judge_agreement_도구_신설_리포트.md	?	?	제외		91	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-19_DoD29-사실수집.md	?	?	제외		147	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-19_S-LEGACY-ISOLATE-ORDER-RETURN-TEAMS_리포트.md	?	?	제외		73	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-19_S-RESPONSE-REVIEW-LIVE-SMOKE_리포트.md	?	?	제외		82	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-19_S-RESPONSE-REVIEW-PORT_리포트.md	?	?	제외		43	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-19_S-VOC-STORE-MANAGER-TEAM_리포트.md	?	?	제외		49	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-DOD17-AUTOMATED-GATE_리포트.md	?	?	제외		33	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-DOD23-CONSUMER-CONTRACT-TEST_리포트.md	?	?	제외		80	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-DOD28-DEFENSE-METRICS-GOLDEN-RUN_리포트.md	?	?	제외	decision+research	128	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-DOD29-COMPLETE_리포트.md	?	?	제외		153	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-EVAL-RUNNER-TEAM-AGNOSTIC_리포트.md	?	?	제외	decision+policy	106	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-GOLDEN-EXPECTED-CAPABILITY_리포트.md	?	?	제외		58	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-ITEM-RELIEF-CASES-EXTRACT_리포트.md	?	?	제외		94	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-OPS-UNKNOWN-RUNBOOK_리포트.md	?	?	제외		42	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-PAYMENT-TIMEOUT-MOCK_리포트.md	?	?	제외		49	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-TEAM-DIAGRAM-REDO_리포트.md	?	?	제외		33	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-TEAM-FULFILLMENT-LOGISTICS_리포트.md	?	?	제외		49	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-TEAM-PROCUREMENT-ORDER-PAYMENT_리포트.md	?	?	제외		35	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-TEAM-RETURN-REFUND_리포트.md	?	?	제외		53	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_S-UI-HOVER-JITTER_리포트.md	?	?	제외		67	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-20_golden데이터셋_재작업_codex논의.md	?	?	제외	decision+plan+research	155	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-21_S-ECMC-CASEBOOK-EXTRACT_리포트.md	?	?	제외	report+research	34	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-01-AUTH-CONTRACT_리포트.md	?	?	제외		67	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-02-VERIFICATION-CRASH_리포트.md	?	?	제외	decision+report	60	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-03-TENANT-DEDUPE_리포트.md	?	?	제외		38	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-04-CONCURRENCY_리포트.md	?	?	제외		61	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-05-OUTBOX-RESOLUTION_리포트.md	?	?	제외		31	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-06-CONTROLLER-RELIABILITY_리포트.md	?	?	제외		92	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-07-COMPOSER-SECRET-FAILOPEN_리포트.md	?	?	제외		34	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-08-COMPOSER-IMPL-ALLOWLIST_리포트.md	?	?	제외		54	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-09-LIST-CASES-ORDERING_리포트.md	?	?	제외		49	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-BASEMENT-10-INTROSPECTION-ENDPOINT_리포트.md	?	?	제외		22	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-CATALOG-VERIFICATION-TEAM-SCOPED_리포트.md	?	?	제외		52	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-COMPOSER-V3-TOGGLE-ENDPOINT_리포트.md	?	?	제외		39	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-EVAL-HARNESS-FIXTURE-SEED_리포트.md	?	?	제외		91	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-GOLDEN-CAPABILITY-REAUDIT_리포트.md	?	?	제외		118	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-PII-NAME-DETECTOR-IMPLEMENT_리포트.md	?	?	제외	decision+policy	48	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-PII-NAME-GAP-MEASURE_리포트.md	?	?	제외	decision+report	42	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-PROCUREMENT-CATALOG-SEED_리포트.md	?	?	제외		42	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-24_S-PROCUREMENT-ORDER-MODIFY-CAPABILITY_리포트.md	?	?	제외		63	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-25_S-GOLDEN-NEXTACTION-REAUDIT_리포트.md	?	?	제외		116	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-28_S-DOD28-GOLDEN-DEFENSE-METRICS_리포트.md	?	?	제외	decision+report	98	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-30_2300_모듈토글_실효화_리포트.md	?	?	제외	plan+report	153	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-30_S-DOD28-FINETUNE-PIPELINE_리포트.md	evidence	?	제외		128	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-30_S-PROMPT-KEY-REGISTRATION-GAP_리포트.md	evidence	?	제외		94	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-08-31_1211_테스트_사각지대_회귀테스트_리포트.md	?	?	제외	decision+plan	175	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-09-01_S-CASE-IDEMPOTENCY-FIX_리포트.md	?	?	제외		81	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/2026-09-01_S-RUNCASE-TX-NARROWING_리포트.md	?	?	제외	report+concept	130	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-12_1600_RAG코퍼스_섹션이_보일러플레이트로_채워짐.md	?	?	제외	plan+report	100	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-12_1720_RAG코퍼스_v2_문장템플릿과_게이트_구멍.md	?	?	제외		76	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-12_1830_S-API가_실행되지_않는다.md	?	?	제외	decision+report	79	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-12_2010_RAG검색이_한번도_동작한적이_없다.md	evidence	?	제외		94	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-12_2230_Controller가_resuming에서_resumed를_건너뛴다.md	?	?	제외		60	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-13_1200_평가가_환각인용에_점수를_준다.md	?	?	제외		74	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-13_1230_PII가_평문으로_저장된다.md	?	?	제외		67	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-13_1400_모듈화가_순환import로_실패했다.md	?	?	제외	plan+report	88	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-13_1500_Proposed군이_실제시스템을_돌리지_않는다.md	?	?	제외		77	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-13_1600_Team의_LLM_실호출_경로가_동작한적이_없다.md	?	?	제외		70	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-13_1800_next_action_지표가_어휘일치를_잰다.md	?	?	제외		77	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-14_시계에_걸린_테스트가_가끔_실패한다.md	?	?	제외		68	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-17_2250_UI승인큐_유령항목.md	?	?	제외		90	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-17_2310_Case생성_승인큐_유령항목.md	?	?	제외		81	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-17_2340_프롬프트_감사추적_미연결.md	?	?	제외	plan+report	99	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-19_composition_단일인자_Team_llm_오배선.md	?	?	제외		70	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-08-31_버전대조_가드_중복.md	?	?	제외		130	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-09-01_Case상세_API_evidence_value가_항상_빈값이다.md	evidence	?	제외		40	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-09-01_Case생성_멱등성_세_구멍.md	?	?	제외	decision+report	163	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-09-01_Controller가_LLM호출을_트랜잭션_안에서_한다.md	evidence	?	제외		97	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-09-01_capability_for_폴백이_근거없이_기능을_고른다.md	evidence	?	제외		126	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-09-01_분류_빈라벨_통과.md	?	?	제외		68	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/reports/debugs/2026-09-01_환불금액_균등분할_가정.md	?	?	제외		101	그 시점 기록. 결정·증거만 추출
final_project_cs/docs/submission/00_제출산출물_인덱스.md	?	?	제외		17	제출 산출물. 별도 관리
final_project_cs/docs/submission/01_수집데이터_및_전처리.md	?	?	제외		32	제출 산출물. 별도 관리
final_project_cs/docs/submission/02_시스템_아키텍처.md	?	?	제외		48	제출 산출물. 별도 관리
final_project_cs/docs/submission/03_RAG_LLM_벡터DB_구현.md	?	?	제외		27	제출 산출물. 별도 관리
final_project_cs/docs/submission/04_테스트_계획_및_결과.md	?	?	제외		37	제출 산출물. 별도 관리
final_project_cs/docs/submission/05A_DB_스키마.md	?	?	제외		32	제출 산출물. 별도 관리
final_project_cs/docs/submission/05B_보안_경계.md	decision	hub/decisions	제외		20	제출 산출물. 별도 관리
final_project_cs/docs/submission/06_시연_시나리오.md	?	?	제외		25	제출 산출물. 별도 관리
final_project_cs/docs/submission/07_한계와_다음_단계.md	?	?	제외	decision+plan	41	제출 산출물. 별도 관리
final_project_cs/docs/vision/ESTIMATION_BASELINE.md	decision	hub/decisions	유지		133	
final_project_cs/docs/vision/TODO_VISION.md	decision	hub/decisions	유지		40	
final_project_cs/docs/vision/VISION-01_추론_기법_확장.md	decision	hub/decisions	유지	decision+plan+report+concept	65	
final_project_cs/docs/vision/VISION-02_전용_Graph_Store_도입.md	decision	hub/decisions	유지	decision+plan+report+concept	73	
final_project_cs/docs/vision/VISION-03_멀티_LLM_프로바이더_모델_라우팅.md	decision	hub/decisions	유지	decision+plan+report+concept	62	
final_project_cs/docs/vision/VISION-04_A2A_생태계_확장.md	decision	hub/decisions	유지	decision+plan+report+concept	63	
final_project_cs/docs/vision/VISION-05_메시징_내구_실행_확장.md	decision	hub/decisions	유지	decision+plan+report+concept	74	
final_project_cs/docs/vision/VISION-06_지식_메모리_확장.md	decision	hub/decisions	유지	decision+plan+report+concept	63	
final_project_cs/docs/vision/VISION-07_정책_엔진_Decagon_AOP_방식.md	decision	hub/decisions	유지	decision+plan+report+concept	63	
final_project_cs/docs/vision/VISION-08_Commerce_Ops_Pack.md	decision	hub/decisions	판정필요	decision+plan+report	34	34줄 — 작업 로그·폐기 기록 후보
final_project_cs/docs/vision/VISION-09_사이트_생성_판매.md	decision	hub/decisions	판정필요	decision+plan+report	34	34줄 — 작업 로그·폐기 기록 후보
final_project_cs/eval/reports/2026-08-12_평가결과_리포트.md	?	?	유지		59	
final_project_sample/CHANGELOG.md	?	?	선별		79	계약 선검증분만 승격
final_project_sample/CLAUDE.md	policy	루트 유지	선별		225	계약 선검증분만 승격
final_project_sample/RULE.md	?	?	선별	research+policy	280	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-01_v4원본_hash_불변.md	evidence	cs/quality	선별		32	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-02_상태전이_규약_준수.md	evidence	cs/quality	선별		65	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-03_동시성_appendonly_replay.md	evidence	cs/quality	선별		61	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-04_checkpoint_projection_분리.md	evidence	cs/quality	선별		49	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-05_ContextPack_토큰예산.md	evidence	cs/quality	선별		56	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-06_정책FAQ_25건_300청크.md	evidence	cs/quality	선별	decision+report	113	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-07_tenant격리_PII.md	evidence	cs/quality	선별		73	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-08_TeamModule_manifest_호환.md	evidence	cs/quality	선별	decision+policy	61	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-09_인라인분류_전건실행.md	evidence	cs/quality	선별		56	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-10_일일배치_급증report.md	evidence	cs/quality	선별		104	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-11_action_idempotency_승인.md	evidence	cs/quality	선별		111	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-12_outbox_원자성_replay.md	evidence	cs/quality	선별		69	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-13_REST5_MCP3_계약일치.md	evidence	cs/quality	선별	decision+report	48	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-14_API키_scope_구분.md	evidence	cs/quality	선별		48	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-15_AB_Proposed_60x3_holdout.md	evidence	cs/quality	선별		183	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-16_bootstrap_McNemar_한계.md	evidence	cs/quality	선별		76	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-17_마일스톤_게이트.md	evidence	cs/quality	선별	decision+report+policy	89	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-18_UI_시나리오_종단표시.md	evidence	cs/quality	선별	plan+report	138	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-19_LOCAL_A2A_정규화.md	evidence	cs/quality	선별		51	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-20_Port교체_Controller불변.md	evidence	cs/quality	선별		45	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-21_Graph_관계질의.md	evidence	cs/quality	선별		80	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-22_Team_직접Tool호출_금지.md	evidence	cs/quality	선별		48	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-23_consumer_idempotency.md	evidence	cs/quality	선별		76	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-24_ActionProposal_근거대조.md	evidence	cs/quality	선별		138	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-25_degraded_자동실행_금지.md	evidence	cs/quality	선별		68	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-26_A2A_Catalog_왕복.md	evidence	cs/quality	선별		79	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-27_A2A_실패_취소_인증.md	evidence	cs/quality	선별		77	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-28_파인튜닝_방어지표.md	evidence	cs/quality	선별		155	계약 선검증분만 승격
final_project_sample/docs/evidence/DoD-29_ResponseGenerationReview.md	evidence	cs/quality	선별	decision+policy	84	계약 선검증분만 승격
final_project_sample/docs/evidence/MODULE-TOGGLES_실효화_검증.md	evidence	cs/quality	선별		107	계약 선검증분만 승격
final_project_sample/docs/evidence/_raw/DoD-04.md	evidence	cs/quality	제외		23	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-04_v2.md	evidence	cs/quality	제외		36	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-04_v3.md	evidence	cs/quality	유지		36	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-05.md	evidence	cs/quality	제외		27	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-05_v2.md	evidence	cs/quality	제외		32	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-05_v3.md	evidence	cs/quality	제외		34	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-05_v4.md	evidence	cs/quality	유지		24	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-07.md	evidence	cs/quality	제외		29	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-07_v2.md	evidence	cs/quality	유지		50	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-08.md	evidence	cs/quality	유지		22	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-09.md	evidence	cs/quality	제외		28	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-09_v2.md	evidence	cs/quality	유지		44	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-10.md	evidence	cs/quality	제외		29	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-10_v2.md	evidence	cs/quality	제외		28	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-10_v3.md	evidence	cs/quality	제외		45	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-10_v4.md	evidence	cs/quality	유지		27	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-11_v3.md	evidence	cs/quality	유지		45	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-13.md	evidence	cs/quality	유지		21	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-14.md	evidence	cs/quality	유지		26	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-15.md	evidence	cs/quality	제외		31	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-16.md	evidence	cs/quality	제외		25	인용되지 않은 중간판
final_project_sample/docs/evidence/_raw/DoD-17.md	evidence	cs/quality	유지		35	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-18.md	evidence	cs/quality	유지		28	판정본이 인용하는 실측 원문. 끊으면 근거 사슬이 끊긴다
final_project_sample/docs/evidence/_raw/DoD-18_v3.md	evidence	cs/quality	제외		42	인용되지 않은 중간판
final_project_sample/docs/handoff/01_계약_Pydantic.md	contract	cs/teams·external·data	선별	research+policy	215	계약 선검증분만 승격
final_project_sample/docs/handoff/02_DB_스키마.md	contract	cs/teams·external·data	선별	report+policy	245	계약 선검증분만 승격
final_project_sample/docs/handoff/03_REST_MCP_인터페이스.md	contract	cs/teams·external·data	선별		194	계약 선검증분만 승격
final_project_sample/docs/handoff/04_Team_모듈_계약.md	contract	cs/teams·external·data	선별		130	계약 선검증분만 승격
final_project_sample/docs/handoff/05_분업_규칙.md	contract	cs/teams·external·data	선별	plan+report+research+concept+policy	127	계약 선검증분만 승격
final_project_sample/docs/handoff/06_가드레일_수치.md	contract	cs/teams·external·data	선별		121	계약 선검증분만 승격
final_project_sample/docs/handoff/07_모듈화_구조.md	contract	cs/teams·external·data	선별	plan+report+concept+policy	142	계약 선검증분만 승격
final_project_sample/docs/handoff/08_모듈_컴포넌트_목록.md	contract	cs/teams·external·data	선별		128	계약 선검증분만 승격
final_project_sample/docs/handoff/09_Composer_GUI_계약.md	contract	cs/teams·external·data	선별	plan+report+concept	203	계약 선검증분만 승격
final_project_sample/docs/handoff/10_도메인_교체_가이드.md	contract	cs/teams·external·data	선별	decision+plan+policy	231	계약 선검증분만 승격
final_project_sample/docs/handoff/11_콘솔_읽기_계약.md	contract	cs/teams·external·data	선별		33	계약 선검증분만 승격
final_project_sample/docs/handoff/12_introspection_계약.md	contract	cs/teams·external·data	선별		67	계약 선검증분만 승격
final_project_sample/docs/handoff/13_Composer_쓰기채널_계약.md	contract	cs/teams·external·data	선별	plan+report	415	계약 선검증분만 승격
final_project_sample/docs/handoff/14_배포_계약.md	contract	cs/teams·external·data	선별		60	계약 선검증분만 승격
final_project_sample/docs/handoff/15_basement_버전_배포_계약.md	contract	cs/teams·external·data	선별		59	계약 선검증분만 승격
final_project_sample/docs/handoff/README.md	guide	각 폴더 유지	선별		21	계약 선검증분만 승격
final_project_sample/docs/history/2026-08-12_Claude.md	?	?	제외		46	git 으로 복원 가능. 결정만 추출
final_project_sample/docs/history/2026-08-12_S-API.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-12_S-API_fix.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-12_S-CTRL.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-12_S-CTRL_resume_fix.md	?	?	제외		10	git 으로 복원 가능. 결정만 추출
final_project_sample/docs/history/2026-08-12_S-CTRL_tests.md	?	?	제외		9	내용 없음
final_project_sample/docs/history/2026-08-12_S-DB.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-12_S-DB_fix.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-DOD.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-EVAL.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-12_S-EVAL_live.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-EVAL_run.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-EVIDENCE.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-GAPTEST.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-RAG_ingest.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-12_S-RAG_ingest_fix.md	?	?	제외		9	내용 없음
final_project_sample/docs/history/2026-08-12_S-RAG_v2.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-12_S-RAG_v3.md	?	?	제외		9	내용 없음
final_project_sample/docs/history/2026-08-12_S-RAG_v4.md	?	?	제외		7	내용 없음
